"name","segment","what_they_do","town","district","province","ownership","parent","scale","pacra_number","pacra_status","isic","ncc_grade","officeholder","confidence","evidence","lat","lng","coord_basis","notes","sources"
"CMNL Mining, Engineering and Consultancy Limited","engineering_epcm","Mining engineering and consultancy; PACRA ISIC 'Support activities for other mining and quarrying'",,,,,,"PACRA registration 2015","120150133178","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINING%20ENGINEERING&SortyBy=entity%20name&Direction=ASC"
"Gersrod Mining Engineering Services Limited","engineering_epcm","Mining engineering services; PACRA ISIC 'Support activities for other mining and quarrying'",,,,,,"PACRA registration 2004","120040055558","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINING%20ENGINEERING&SortyBy=entity%20name&Direction=ASC"
"IMES Infrastructure Mining Engineering Solutions Limited","engineering_epcm","Mining and infrastructure engineering solutions; PACRA ISIC 'Support activities for other mining and quarrying'",,,,,,"PACRA registration 2015","120150134093","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINING%20ENGINEERING&SortyBy=entity%20name&Direction=ASC"
"Jerana Mining & Engineering Limited","engineering_epcm","Mining and engineering services; PACRA ISIC 'Support activities for other mining and quarrying'",,,,,,"PACRA registration 2008","120080074005","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINING%20ENGINEERING&SortyBy=entity%20name&Direction=ASC"
"Lavas Engineering & Mining Services Limited","engineering_epcm","Engineering and mining services; PACRA ISIC 'Installation of industrial machinery and equipment'",,,,,,"PACRA registration 2023","120230044767","Active","Installation of industrial machinery and equipment",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINING%20EQUIPMENT&SortyBy=entity%20name&Direction=ASC"
"Lten Mining & Engineering","engineering_epcm","Mining and engineering contractor; NCC-registered in the electrical category with Lusaka town and province","Lusaka","Lusaka","Lusaka","Zambian (NCC ownership classification: Zambian, male)",,"NCC grade 5E",,,,"5E",,"high","non-registry source evidences operations","-15.4167","28.2833","town centroid, not a company address",,"https://www.ncc.org.zm/wp-content/uploads/2026/07/2026-List-of-Contractors-as-at-30th-June-2026.pdf"
"Metal Fabs Limited","engineering_epcm","Metal fabrication contractor in Kitwe serving Copperbelt industrial and mine plant work; NCC-registered in civil and electrical categories at grade 2","Kitwe","Kitwe","Copperbelt","Foreign-owned (NCC country of ownership: India)",,"NCC grades 2C and 2E - grade 2 is a high capacity band",,,,"2C; 2E",,"high","non-registry source evidences operations","-12.8024","28.2132","town centroid, not a company address",,"https://www.ncc.org.zm/wp-content/uploads/2026/07/2026-List-of-Contractors-as-at-30th-June-2026.pdf"
"Minopex Zambia Limited","engineering_epcm","Contract operation and maintenance of mineral processing plants; DRA Global's operations arm. PACRA ISIC 'Support activities for other mining and quarrying'",,,,"Foreign-owned subsidiary (DRA Global)","DRA Global Limited","PACRA registration 21/07/2017","120170005530","Active","Support activities for other mining and quarrying",,,"high","non-registry source evidences operations",,,,"Minopex is the plant operations-and-maintenance contractor within DRA Global; this is the EPCM/plant-operator link into Zambia.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINOPEX&SortyBy=entity%20name&Direction=ASC"
"Atlas Copco Industrial Zambia Limited","equipment_dealer","Supplies compressed air and gas systems, generators, industrial power tools and vacuum equipment to mining and manufacturing","Kitwe","Kitwe","Copperbelt","Foreign-owned subsidiary (Swedish parent)","Atlas Copco AB (Sweden)",,"120170007525","Active","Wholesale of other machinery and equipment",,,"high","non-registry source evidences operations","-12.8024","28.2132","town centroid, not a company address","Registered 02/10/2017, i.e. after the Epiroc de-merger separated the mining equipment business.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=ATLAS%20COPCO&SortyBy=entity%20name&Direction=ASC | https://zambianmining.com/mining-directory/"
"Barloworld Equipment Zambia Limited","equipment_dealer","Caterpillar dealer for Zambia: sale, rental, parts and field service of Cat earthmoving, mining and power equipment","Lusaka","Lusaka","Lusaka","Foreign-owned subsidiary (South African parent)","Barloworld Limited (South Africa)","PACRA registration 1994; Copperbelt and North-Western branch network serving the large mines","119940032095","Active","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,,"high","non-registry source evidences operations","-15.4167","28.2833","town centroid, not a company address","A legacy 'BARLOWORLD HOLDINGS LIMITED' (219420000453, registered 1942) is Inactive on PACRA. Published Lusaka branch address and phone from the company's mapped business listing.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=BARLOWORLD&SortyBy=entity%20name&Direction=ASC | https://duckduckgo.com/?q=Barloworld+Equipment+Zambia+branch+Kitwe+Lusaka+Solwezi+address"
"Bell Equipment Company (Zambia) Limited","equipment_dealer","Zambian dealer for Bell articulated dump trucks and related earthmoving machines, plus parts and service",,,,"Foreign-owned subsidiary (South African parent)","Bell Equipment Limited (South Africa)","PACRA registration 30/09/1993","119930029877","Active","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,,"high","non-registry source evidences operations",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=BELL%20EQUIPMENT&SortyBy=entity%20name&Direction=ASC"
"Bellview Mining Equipment & Services Limited","equipment_dealer","Mining equipment and services company; PACRA ISIC 'Installation of industrial machinery and equipment'",,,,,,"PACRA registration 1985","119850014356","Active","Installation of industrial machinery and equipment",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINING%20EQUIPMENT&SortyBy=entity%20name&Direction=ASC"
"Camco Equipment Zambia Limited","equipment_dealer","Supplier of heavy machinery for mining, construction and agriculture; branch located on the Solwezi mining corridor","Solwezi","Solwezi","North-Western","Chinese-linked",,,,,,,,"high","non-registry source evidences operations","-12.1688","26.3894","town centroid, not a company address","Solwezi siting is significant - it is the service base for Kansanshi and Kalumbila.","https://zambianmining.com/mining-directory/"
"Cummins Zambia Limited","equipment_dealer","Supplies and services diesel engines, generator sets and power systems for mining and industrial customers","Kitwe","Kitwe","Copperbelt","Foreign-owned subsidiary (US parent)","Cummins Inc. (USA)",,,,,,,"high","non-registry source evidences operations","-12.8024","28.2132","town centroid, not a company address",,"https://zambianmining.com/mining-directory/"
"Epiroc Zambia Limited","equipment_dealer","Epiroc's Zambian company for rock drilling rigs, underground loaders and trucks, rock drilling tools, automation and aftermarket service",,,,"Foreign-owned subsidiary (Swedish parent)","Epiroc AB (Sweden)","PACRA registration date 01/02/1949 - the legacy Atlas Copco Zambia registration carried into Epiroc at the 2018 group split","119490000284","Active",,,,"high","non-registry source evidences operations",,,,"Unrelated PACRA namesake 'EPIROC CONSTRUCTION' (320180007501) is a building-construction business name, not the OEM.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=EPIROC&SortyBy=entity%20name&Direction=ASC | https://zambianmining.com/mining-directory/"
"Hitachi Construction Machinery Zambia Company Limited","equipment_dealer","Zambian company of Hitachi Construction Machinery, supplier of hydraulic excavators, rigid dump trucks and mining machinery",,,,"Foreign-owned subsidiary (Japanese parent)","Hitachi Construction Machinery Co., Ltd (Japan)","PACRA registration 27/10/2010","120100087875","Active","Construction of buildings",,,"medium","registry record and/or indirect evidence only",,,,"The PACRA ISIC line ('Construction of buildings') looks like a registration-form artefact rather than the real activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=HITACHI&SortyBy=entity%20name&Direction=ASC"
"ITR Earthmoving Parts & Services Limited","equipment_dealer","Supplies earthmoving undercarriage and wear parts plus services; PACRA ISIC 'Wholesale of other machinery and equipment'",,,,,,"Incorporated 2026","120261046255","Active","Wholesale of other machinery and equipment",,,"medium","registry record and/or indirect evidence only",,,,"'ITR' is a well-known undercarriage parts brand (Italtractor ITR); the link is suggested by the name only and is not confirmed.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=EARTHMOVING&SortyBy=entity%20name&Direction=ASC"
"Komatsu Zambia Limited","equipment_dealer","Komatsu-branded Zambian company; the PACRA record is Inactive, so current Komatsu mining-equipment supply into Zambia is likely routed through another dealer entity",,,,"Foreign-linked (Japanese OEM brand)","Komatsu Ltd (Japan)",,"120100083785","Inactive","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,,"medium","registry record and/or indirect evidence only",,,,"Recorded because the register status itself is the finding: PACRA shows no Active Komatsu company in Zambia as at this sweep. Registered 07/04/2010.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=KOMATSU&SortyBy=entity%20name&Direction=ASC"
"KP Mining Machinery Ltd","equipment_dealer","Mining machinery supplier; PACRA ISIC 'Support activities for other mining and quarrying'",,,,,,"PACRA registration 2022","120220040591","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINE%20SUPPORT&SortyBy=entity%20name&Direction=ASC"
"Liebherr Zambia Limited","equipment_dealer","Liebherr's Zambian company; PACRA nature of business 'Repair of machinery', consistent with a mining-equipment sales and service operation",,,,"Foreign-owned subsidiary (Liebherr group, Switzerland/Germany)","Liebherr-International AG",,"120140123060","Active","Repair of machinery",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registration 05/06/2014.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=LIEBHERR&SortyBy=entity%20name&Direction=ASC"
"Limpopo Earthmoving Construction Equipment Limited","equipment_dealer","Earthmoving and construction equipment supplier; PACRA ISIC 'Support activities for other mining and quarrying'",,,,,,"Incorporated 2024","120241013534","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=EARTHMOVING&SortyBy=entity%20name&Direction=ASC"
